ISM Controls,,,,,,,,,,,,,,,Scoping Considerations,,,Provider Responsibilities,,,Consumer Responsibilities,,,
Guideline,Section,Topic,Identifier,Revision,Updated,NC,OS,P,S,TS,ML1,ML2,ML3,Description,"Administration
Environment","Cloud Production -
Common Controls ","Cloud Production -
Service Specific","Provider
Responsibility","Implementation
Status","Implementation
Comments","Consumer
Responsibility","Consumer Implementation
Required","Consumer Configuration
Required","Consumer
Guidance"
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Rivest-Shamir-Adleman,ISM-0477,9,Dec-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using RSA for digital signatures, and for transporting encryption session keys (and similar keys), a different key pair is used for digital signatures and transporting encryption session keys.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Secure Hashing Algorithms,ISM-1766,1,Dec-24,Yes,Yes,Yes,No,No,No,No,No,"When using SHA-2 for hashing, an output size of at least 224 bits is used, preferably SHA-384 or SHA-512.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Secure Hashing Algorithms,ISM-1767,1,Dec-24,No,No,No,Yes,No,No,No,No,"When using SHA-2 for hashing, an output size of at least 256 bits is used, preferably SHA-384 or SHA-512.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Secure Hashing Algorithms,ISM-1768,1,Dec-24,No,No,No,No,Yes,No,No,No,"When using SHA-2 for hashing, an output size of at least 384 bits is used, preferably SHA-384 or SHA-512.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using symmetric cryptographic algorithms,ISM-1769,1,Dec-24,Yes,Yes,Yes,Yes,No,No,No,No,"When using AES for encryption, AES-128, AES-192 or AES-256 is used, preferably AES-256.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using symmetric cryptographic algorithms,ISM-1770,0,Mar-22,No,No,No,No,Yes,No,No,No,"When using AES for encryption, AES-192 or AES-256 is used, preferably AES-256.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using symmetric cryptographic algorithms,ISM-0479,5,Dec-21,Yes,Yes,Yes,Yes,Yes,No,No,No,Symmetric cryptographic algorithms are not used in Electronic Codebook Mode.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Transitioning to post-quantum cryptography,ISM-2073,0,Sep-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"A post-quantum cryptography transition plan is developed, implemented and maintained.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Transitioning to post-quantum cryptography,ISM-1917,3,Sep-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"The development and procurement of new cryptographic equipment, applications and libraries ensures support for the use of ML-DSA-87, ML-KEM-1024, SHA-384, SHA-512 and AES-256 by no later than 2030.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Post-quantum traditional hybrid schemes,ISM-1996,0,Dec-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When a post-quantum traditional hybrid scheme is used, either the post-quantum cryptographic algorithm, the traditional cryptographic algorithm or both are AACAs.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Protocols,Using ASD-Approved Cryptographic Protocols,ISM-0481,8,Sep-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"Only AACPs or high assurance cryptographic protocols are used by cryptographic equipment, applications and libraries.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1139,6,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,Only the latest version of TLS is used for TLS connections.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1369,3,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,AES-GCM is used for encryption of TLS connections.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1370,3,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,Only server-initiated secure renegotiation is used for TLS connections.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1372,3,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,DH or ECDH is used for key establishment of TLS connections.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1448,2,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using DH or ECDH for key establishment of TLS connections, the ephemeral variant is used.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1373,2,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,Anonymous DH is not used for TLS connections.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1374,3,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,SHA-2-based certificates are used for TLS connections.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1375,4,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,SHA-2 is used for the Hash-based Message Authentication Code (HMAC) and pseudorandom function (PRF) for TLS connections.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1553,1,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,TLS compression is disabled for TLS connections.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Transport Layer Security,Configuring Transport Layer Security,ISM-1453,1,Sep-18,Yes,Yes,Yes,Yes,Yes,No,No,No,Perfect Forward Secrecy (PFS) is used for TLS connections.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Secure Shell,Configuring Secure Shell,ISM-1506,1,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,The use of SSH version 1 is disabled for SSH connections.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Secure Shell,Configuring Secure Shell,ISM-0484,6,Dec-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"The SSH daemon is configured to:
• only listen on the required interfaces (ListenAddress xxx.xxx.xxx.xxx)
• have a suitable login banner (Banner x)
• have a login authentication timeout of no more than 60 seconds (LoginGraceTime 60)
• disable host-based authentication (HostbasedAuthentication no)
• disable rhosts-based authentication (IgnoreRhosts yes)
• disable the ability to login directly as root (PermitRootLogin no)
• disable empty passwords (PermitEmptyPasswords no)
• disable connection forwarding (AllowTCPForwarding no)
• disable gateway ports (GatewayPorts no)
• disable X11 forwarding (X11Forwarding no).",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
